geo_name,geo_sumlevel,geo_id,pop_2013,pop_2014,pop_2015,pop_2016
"Faulk County, SD","county",05000US46049,2370,2371,2359,2354
"Grant County, SD","county",05000US46051,7307,7281,7227,7195
"Gregory County, SD","county",05000US46053,4247,4235,4226,4217
"Haakon County, SD","county",05000US46055,1944,2092,2083,2073
"Hamlin County, SD","county",05000US46057,5925,5949,5982,5995
"Hand County, SD","county",05000US46059,3433,3344,3375,3311
"Hanson County, SD","county",05000US46061,3377,3392,3386,3390
"Harding County, SD","county",05000US46063,1330,1263,1328,1277
"Hughes County, SD","county",05000US46065,17238,17379,17466,17518
"Hutchinson County, SD","county",05000US46067,7239,7221,7226,7264
"Hyde County, SD","county",05000US46069,1387,1460,1413,1440
"Jackson County, SD","county",05000US46071,3116,3180,3237,3268
"Jerauld County, SD","county",05000US46073,2055,2051,2031,2029
"Jones County, SD","county",05000US46075,981,805,781,767
"Kingsbury County, SD","county",05000US46077,5142,5141,5107,5070
"Lake County, SD","county",05000US46079,11564,11831,12086,12331
"Lawrence County, SD","county",05000US46081,24305,24478,24645,24859
"Lincoln County, SD","county",05000US46083,46693,48326,49874,51396
"Lyman County, SD","county",05000US46085,3804,3831,3837,3855
"McCook County, SD","county",05000US46087,5605,5615,5613,5616
"McPherson County, SD","county",05000US46089,2432,2401,2263,2252
"Marshall County, SD","county",05000US46091,4657,4668,4701,4743
"Meade County, SD","county",05000US46093,25914,26108,26381,26840
"Mellette County, SD","county",05000US46095,2072,2084,2086,2083
"Miner County, SD","county",05000US46097,2355,2340,2306,2299
"Minnehaha County, SD","county",05000US46099,173108,176014,178942,182014
"Moody County, SD","county",05000US46101,6460,6445,6439,6445
"Oglala Lakota County, SD","county",05000US46102,,,14153,14263
"Pennington County, SD","county",05000US46103,102752,104574,106085,107298
"Perkins County, SD","county",05000US46105,2943,3024,2981,3019
"Potter County, SD","county",05000US46107,2323,2312,2307,2306
"Roberts County, SD","county",05000US46109,10210,10303,10318,10294
"Sanborn County, SD","county",05000US46111,2348,2341,2339,2349
"Shannon County, SD","county",05000US46113,13829,14005,,
"Spink County, SD","county",05000US46115,6522,6552,6570,6539
"Stanley County, SD","county",05000US46117,2966,2984,2962,2964
"Sully County, SD","county",05000US46119,1420,1461,1469,1456
"Todd County, SD","county",05000US46121,9783,9859,9942,10019
"Tripp County, SD","county",05000US46123,5571,5549,5504,5475
"Turner County, SD","county",05000US46125,8344,8339,8302,8289
"Union County, SD","county",05000US46127,14575,14751,14842,14842
"Walworth County, SD","county",05000US46129,5477,5498,5495,5538
"Yankton County, SD","county",05000US46135,22518,22580,22636,22649
"Ziebach County, SD","county",05000US46137,2821,2837,2833,2818
"Anderson County, TN","county",05000US47001,75263,75346,75430,75545
"Bedford County, TN","county",05000US47003,45339,45660,45986,46331
"Benton County, TN","county",05000US47005,16398,16345,16261,16173
"Bledsoe County, TN","county",05000US47007,12853,13240,13686,14073
"Blount County, TN","county",05000US47009,123722,124435,125188,126192
"Bradley County, TN","county",05000US47011,100070,101004,102062,102860
"Campbell County, TN","county",05000US47013,40553,40361,40176,40008
"Cannon County, TN","county",05000US47015,13790,13786,13787,13855
"Carroll County, TN","county",05000US47017,28525,28511,28353,28417
"Carter County, TN","county",05000US47019,57438,57298,56941,56707
"Cheatham County, TN","county",05000US47021,39213,39324,39422,39575
"Chester County, TN","county",05000US47023,17151,17270,17324,17355
"Claiborne County, TN","county",05000US47025,31915,31841,31748,31701
"Clay County, TN","county",05000US47027,7816,7802,7780,7769
"Cocke County, TN","county",05000US47029,35596,35453,35321,35256
"Coffee County, TN","county",05000US47031,53011,53151,53448,53808
"Crockett County, TN","county",05000US47033,14576,14599,14600,14558
"Cumberland County, TN","county",05000US47035,56589,57064,57455,57895
"Davidson County, TN","county",05000US47037,638395,648048,658506,667885
"Decatur County, TN","county",05000US47039,11695,11675,11686,11703
"DeKalb County, TN","county",05000US47041,18875,18968,19038,19159
"Dickson County, TN","county",05000US47043,49926,50115,50472,50926
"Dyer County, TN","county",05000US47045,38239,38156,38054,37970
"Fayette County, TN","county",05000US47047,38502,38664,38814,39071
"Fentress County, TN","county",05000US47049,17943,17922,17931,17936
"Franklin County, TN","county",05000US47051,40985,41069,41138,41348
"Gibson County, TN","county",05000US47053,49664,49632,49572,49511
"Giles County, TN","county",05000US47055,29214,29064,28949,29034
"Grainger County, TN","county",05000US47057,22653,22724,22736,22813
"Greene County, TN","county",05000US47059,68679,68596,68576,68502
"Grundy County, TN","county",05000US47061,13657,13574,13524,13494
"Hamblen County, TN","county",05000US47063,62721,62863,62999,63203
"Hamilton County, TN","county",05000US47065,340973,344772,348121,351305
"Hancock County, TN","county",05000US47067,6737,6706,6642,6609
"Hardeman County, TN","county",05000US47069,26897,26560,26253,25975
"Hardin County, TN","county",05000US47071,26011,25969,25900,25839
"Hawkins County, TN","county",05000US47073,56759,56741,56595,56567
"Haywood County, TN","county",05000US47075,18531,18389,18248,18129
"Henderson County, TN","county",05000US47077,27934,27963,28013,27952
"Henry County, TN","county",05000US47079,32293,32279,32269,32291
"Hickman County, TN","county",05000US47081,24428,24354,24283,24251
"Houston County, TN","county",05000US47083,8375,8356,8290,8234
"Humphreys County, TN","county",05000US47085,18392,18322,18240,18216
"Jackson County, TN","county",05000US47087,11527,11555,11496,11526
"Jefferson County, TN","county",05000US47089,51759,52166,52490,52851
"Johnson County, TN","county",05000US47091,18158,18089,18017,17923
"Knox County, TN","county",05000US47093,436983,440732,444348,448164
"Lake County, TN","county",05000US47095,7773,7725,7687,7643
"Lauderdale County, TN","county",05000US47097,27794,27619,27427,27261
"Lawrence County, TN","county",05000US47099,41927,42084,42226,42406
"Lewis County, TN","county",05000US47101,12049,12010,11944,11907
"Lincoln County, TN","county",05000US47103,33411,33498,33550,33582
"Loudon County, TN","county",05000US47105,49188,49749,50229,50637
"McMinn County, TN","county",05000US47107,52338,52409,52506,52606
"McNairy County, TN","county",05000US47109,26066,26138,26103,26057
"Macon County, TN","county",05000US47111,22416,22582,22761,22924
"Madison County, TN","county",05000US47113,98261,98364,98184,98128
"Marion County, TN","county",05000US47115,28214,28261,28306,28363
"Marshall County, TN","county",05000US47117,30818,30977,31159,31335
"Maury County, TN","county",05000US47119,81821,82729,84089,85767
"Meigs County, TN","county",05000US47121,11706,11694,11716,11804
"Monroe County, TN","county",05000US47123,44857,45002,45293,45482
"Montgomery County, TN","county",05000US47125,177640,182015,185980,189709
"Moore County, TN","county",05000US47127,6347,6348,6351,6314
"Morgan County, TN","county",05000US47129,21964,21866,21794,21688
"Obion County, TN","county",05000US47131,31566,31378,31129,30900
"Overton County, TN","county",05000US47133,22109,22109,22100,22090
"Perry County, TN","county",05000US47135,7861,7851,7864,7891
"Pickett County, TN","county",05000US47137,5095,5101,5097,5096
"Polk County, TN","county",05000US47139,16723,16715,16687,16697
"Putnam County, TN","county",05000US47141,72702,73237,73810,74652
"Rhea County, TN","county",05000US47143,32080,32272,32394,32461
"Roane County, TN","county",05000US47145,53765,53413,53162,52983
"Robertson County, TN","county",05000US47147,66623,67024,67426,67905
"Rutherford County, TN","county",05000US47149,269407,275461,282558,290289
"Scott County, TN","county",05000US47151,22154,22104,22043,22029
"Sequatchie County, TN","county",05000US47153,14333,14431,14592,14710
"Sevier County, TN","county",05000US47155,91295,92561,93617,94537
"Shelby County, TN","county",05000US47157,932919,936130,937750,936990
"Smith County, TN","county",05000US47159,19134,19092,19136,19176
"Stewart County, TN","county",05000US47161,13313,13311,13286,13257
"Sullivan County, TN","county",05000US47163,156741,156850,156752,156644
"Sumner County, TN","county",05000US47165,163724,166636,169623,172786
"Tipton County, TN","county",05000US47167,61298,61433,61674,61558
"Trousdale County, TN","county",05000US47169,7843,7859,7884,7970
"Unicoi County, TN","county",05000US47171,18254,18175,18069,17945
"Union County, TN","county",05000US47173,19177,19139,19096,19081
"Van Buren County, TN","county",05000US47175,5562,5578,5596,5641
"Warren County, TN","county",05000US47177,39861,39867,40015,40099
"Washington County, TN","county",05000US47179,123891,124798,125317,126044
"Wayne County, TN","county",05000US47181,16996,16967,16897,16842
"Weakley County, TN","county",05000US47183,34779,34699,34415,34024
"White County, TN","county",05000US47185,25986,26086,26252,26373
"Williamson County, TN","county",05000US47187,188935,193921,199456,205645
"Wilson County, TN","county",05000US47189,116948,119584,122445,125616
"Anderson County, TX","county",05000US48001,58262,58084,57915,57772
"Andrews County, TX","county",05000US48003,15554,16126,16775,17215
"Angelina County, TX","county",05000US48005,87042,87433,87748,87657
"Aransas County, TX","county",05000US48007,23627,23889,24292,24729
"Archer County, TX","county",05000US48009,8853,8853,8779,8750
"Armstrong County, TX","county",05000US48011,1773,1947,1943,1913
"Atascosa County, TX","county",05000US48013,45714,46343,47050,47710
"Austin County, TX","county",05000US48015,28573,28724,28886,29107
"Bailey County, TX","county",05000US48017,7121,7084,7126,7131
"Bandera County, TX","county",05000US48019,20533,20642,20796,21015
"Bastrop County, TX","county",05000US48021,74730,75708,76948,78286
"Baylor County, TX","county",05000US48023,3678,3648,3628,3639
"Bee County, TX","county",05000US48025,32281,32462,32659,32706
"Bell County, TX","county",05000US48027,316144,321591,326041,330859
"Bexar County, TX","county",05000US48029,1753238,1789088,1825502,1858699
"Blanco County, TX","county",05000US48031,10562,10625,10723,10918
"Borden County, TX","county",05000US48033,649,676,705,698
"Bosque County, TX","county",05000US48035,18094,18052,17971,17953
"Bowie County, TX","county",05000US48037,92851,93068,93155,93483
"Brazoria County, TX","county",05000US48039,319493,325477,331741,338419
"Brazos County, TX","county",05000US48041,197642,201534,205271,209896
"Brewster County, TX","county",05000US48043,9244,9270,9235,9188
"Briscoe County, TX","county",05000US48045,1615,1601,1670,1672
"Brooks County, TX","county",05000US48047,7225,7200,7221,7217
"Brown County, TX","county",05000US48049,37942,37903,37833,37935
"Burleson County, TX","county",05000US48051,17201,17236,17293,17417
"Burnet County, TX","county",05000US48053,43230,43911,44144,44584
"Caldwell County, TX","county",05000US48055,38465,38870,39347,39848
"Calhoun County, TX","county",05000US48057,21503,21569,21666,21805
"Callahan County, TX","county",05000US48059,13535,13519,13532,13596
"Cameron County, TX","county",05000US48061,410710,415103,417947,418785
"Camp County, TX","county",05000US48063,12415,12463,12516,12631
"Carson County, TX","county",05000US48065,6158,6108,6068,6027
"Cass County, TX","county",05000US48067,30344,30350,30328,30346
"Castro County, TX","county",05000US48069,8046,8026,7948,7875
"Chambers County, TX","county",05000US48071,35570,36550,37251,38072
"Cherokee County, TX","county",05000US48073,50865,50971,51167,51257
"Childress County, TX","county",05000US48075,7057,7066,7059,7059
"Clay County, TX","county",05000US48077,10651,10547,10479,10367
"Cochran County, TX","county",05000US48079,3068,3031,2993,2955
"Coke County, TX","county",05000US48081,3271,3260,3238,3228
"Coleman County, TX","county",05000US48083,8744,8656,8536,8476
"Collin County, TX","county",05000US48085,811308,836947,862215,886633
"Collingsworth County, TX","county",05000US48087,3061,3053,3058,3032
"Colorado County, TX","county",05000US48089,20776,20771,20757,20792
"Comal County, TX","county",05000US48091,112083,115808,119632,124234
"Comanche County, TX","county",05000US48093,13829,13755,13623,13506
"Concho County, TX","county",05000US48095,4070,4091,4086,4142
"Cooke County, TX","county",05000US48097,38484,38558,38761,38878
"Coryell County, TX","county",05000US48099,75966,76276,76128,75710
"Cottle County, TX","county",05000US48101,1546,1596,1510,1560
"Crane County, TX","county",05000US48103,4484,4602,4730,4823
"Crockett County, TX","county",05000US48105,3840,3871,3699,3836
"Crosby County, TX","county",05000US48107,6056,6025,6007,5987
"Culberson County, TX","county",05000US48109,2345,2325,2296,2259
"Dallam County, TX","county",05000US48111,6854,6957,7014,7052
"Dallas County, TX","county",05000US48113,2412481,2448943,2485003,2513054
"Dawson County, TX","county",05000US48115,13771,13593,13542,13317
"Deaf Smith County, TX","county",05000US48117,19307,19331,19245,19039
"Delta County, TX","county",05000US48119,5237,5239,5223,5226
"Denton County, TX","county",05000US48121,687857,708627,731851,754650
"DeWitt County, TX","county",05000US48123,20269,20397,20540,20660
"Dickens County, TX","county",05000US48125,2382,2339,2281,2237
"Dimmit County, TX","county",05000US48127,10270,10537,10682,10842
"Donley County, TX","county",05000US48129,3620,3636,3588,3506
"Duval County, TX","county",05000US48131,11740,11644,11577,11510
"Eastland County, TX","county",05000US48133,18465,18403,18328,18252
"Ector County, TX","county",05000US48135,141542,144932,149557,153177
"Edwards County, TX","county",05000US48137,2070,2037,1906,2028
"Ellis County, TX","county",05000US48139,152020,154447,157058,160225
"El Paso County, TX","county",05000US48141,813015,823862,831095,833592
"Erath County, TX","county",05000US48143,38744,39291,40039,40641
"Falls County, TX","county",05000US48145,17719,17524,17410,17265
"Fannin County, TX","county",05000US48147,33819,33775,33748,33757
"Fayette County, TX","county",05000US48149,24662,24725,24849,24909
"Fisher County, TX","county",05000US48151,3924,3882,3858,3847
"Floyd County, TX","county",05000US48153,6371,6263,6178,6088
"Foard County, TX","county",05000US48155,1133,1159,1197,1320
"Fort Bend County, TX","county",05000US48157,608939,632946,658331,683756
"Franklin County, TX","county",05000US48159,10611,10600,10599,10571
"Freestone County, TX","county",05000US48161,19657,19661,19586,19585
"Frio County, TX","county",05000US48163,17522,17847,18168,18542
"Gaines County, TX","county",05000US48165,18019,18496,18916,19485
"Galveston County, TX","county",05000US48167,296669,302276,308163,314485
"Garza County, TX","county",05000US48169,6356,6337,6410,6614
"Gillespie County, TX","county",05000US48171,25003,25179,25398,25732
"Glasscock County, TX","county",05000US48173,1176,1190,1180,1253
"Goliad County, TX","county",05000US48175,7281,7357,7410,7463
"Gonzales County, TX","county",05000US48177,19920,20054,20172,20370
"Gray County, TX","county",05000US48179,22777,22771,22983,23028
"Grayson County, TX","county",05000US48181,121292,121975,122780,124231
"Gregg County, TX","county",05000US48183,122258,122736,123178,123283
"Grimes County, TX","county",05000US48185,26663,26812,26961,27140
"Guadalupe County, TX","county",05000US48187,135940,139709,143460,147313
"Hale County, TX","county",05000US48189,36150,35925,35504,35007
"Hall County, TX","county",05000US48191,3310,3270,3203,3162
"Hamilton County, TX","county",05000US48193,8410,8330,8266,8232
"Hansford County, TX","county",05000US48195,5566,5540,5559,5552
"Hardeman County, TX","county",05000US48197,4087,4050,3992,3952
"Hardin County, TX","county",05000US48199,54945,55215,55375,55624
"Harris County, TX","county",05000US48201,4182285,4269608,4356362,4434257
"Harrison County, TX","county",05000US48203,66467,66971,66417,66431
"Hartley County, TX","county",05000US48205,6076,6091,6121,5966
"Haskell County, TX","county",05000US48207,5885,5875,5853,5812
"Hays County, TX","county",05000US48209,164144,170410,177562,185686
"Hemphill County, TX","county",05000US48211,3959,4032,4115,4151
"Henderson County, TX","county",05000US48213,78636,78836,79016,79213
"Hidalgo County, TX","county",05000US48215,790646,806447,819217,828334
"Hill County, TX","county",05000US48217,35051,35027,34923,34901
"Hockley County, TX","county",05000US48219,23115,23205,23322,23377
"Hood County, TX","county",05000US48221,51756,52347,53171,54217
"Hopkins County, TX","county",05000US48223,35295,35478,35645,35844
"Houston County, TX","county",05000US48225,23365,23151,22949,22802
"Howard County, TX","county",05000US48227,35297,35702,36105,36423
"Hudspeth County, TX","county",05000US48229,3394,3344,3330,3481
"Hunt County, TX","county",05000US48231,86455,87256,88052,89068
"Hutchinson County, TX","county",05000US48233,21986,21947,21858,21782
"Irion County, TX","county",05000US48235,1603,1626,1644,1631
"Jack County, TX","county",05000US48237,9012,8967,8946,8866
"Jackson County, TX","county",05000US48239,14201,14336,14486,14678
"Jasper County, TX","county",05000US48241,35797,35826,35768,35640
"Jeff Davis County, TX","county",05000US48243,2311,2282,2232,2221
"Jefferson County, TX","county",05000US48245,252157,252466,252872,252993
"Jim Hogg County, TX","county",05000US48247,5271,5266,5239,5218
"Jim Wells County, TX","county",05000US48249,41217,41348,41461,41486
"Johnson County, TX","county",05000US48251,152384,153854,155450,157544
"Jones County, TX","county",05000US48253,20079,20092,19978,19944
"Karnes County, TX","county",05000US48255,14916,14884,14879,14984
"Kaufman County, TX","county",05000US48257,105220,107119,109289,111830
"Kendall County, TX","county",05000US48259,34951,36058,37361,39010
"Kenedy County, TX","county",05000US48261,524,528,565,558
"Kent County, TX","county",05000US48263,913,858,821,667
"Kerr County, TX","county",05000US48265,49696,49914,50149,50505
"Kimble County, TX","county",05000US48267,4566,4522,4486,4453
"King County, TX","county",05000US48269,321,290,267,274
"Kinney County, TX","county",05000US48271,3589,3598,3577,3578
"Kleberg County, TX","county",05000US48273,32052,32142,32029,31877
"Knox County, TX","county",05000US48275,3731,3776,3796,3807
"Lamar County, TX","county",05000US48277,49751,49704,49566,49626
"Lamb County, TX","county",05000US48279,13921,13875,13742,13561
"Lampasas County, TX","county",05000US48281,19937,20020,20219,20357
"La Salle County, TX","county",05000US48283,6921,7075,7191,7319
"Lavaca County, TX","county",05000US48285,19351,19438,19549,19654
"Lee County, TX","county",05000US48287,16603,16617,16664,16754
"Leon County, TX","county",05000US48289,16802,16784,16819,16923
"Liberty County, TX","county",05000US48291,76013,76707,77486,78598
"Limestone County, TX","county",05000US48293,23417,23531,23454,23469
"Lipscomb County, TX","county",05000US48295,3379,3418,3483,3507
"Live Oak County, TX","county",05000US48297,11603,11738,11873,11976
"Llano County, TX","county",05000US48299,19223,19272,19323,19624
"Loving County, TX","county",05000US48301,87,89,117,76
"Lubbock County, TX","county",05000US48303,282633,286747,290782,294682
"Lynn County, TX","county",05000US48305,5841,5806,5764,5723
"McCulloch County, TX","county",05000US48307,8302,8245,8273,8242
"McLennan County, TX","county",05000US48309,237316,239717,241505,243394
"McMullen County, TX","county",05000US48311,616,646,778,671
"Madison County, TX","county",05000US48313,13689,13771,13838,13843
"Marion County, TX","county",05000US48315,10439,10335,10248,10191
"Martin County, TX","county",05000US48317,4956,5096,5252,5451
"Mason County, TX","county",05000US48319,4034,4061,4066,4064
"Matagorda County, TX","county",05000US48321,36639,36611,36598,36719
"Maverick County, TX","county",05000US48323,54880,55821,56548,56830
"Medina County, TX","county",05000US48325,46512,46965,47392,47920
"Menard County, TX","county",05000US48327,2213,2193,2182,2163
"Midland County, TX","county",05000US48329,142289,146387,151290,155817
"Milam County, TX","county",05000US48331,24503,24388,24344,24372
"Mills County, TX","county",05000US48333,4891,4881,4875,4871
"Mitchell County, TX","county",05000US48335,9388,9236,9169,8995
"Montague County, TX","county",05000US48337,19668,19568,19478,19384
"Montgomery County, TX","county",05000US48339,472162,487028,502586,518849
"Moore County, TX","county",05000US48341,22029,22172,22281,22186
"Morris County, TX","county",05000US48343,12869,12805,12700,12653
"Motley County, TX","county",05000US48345,1182,1172,1071,1022
"Nacogdoches County, TX","county",05000US48347,65085,65322,65531,65556
"Navarro County, TX","county",05000US48349,47883,48073,48118,48177
"Newton County, TX","county",05000US48351,14340,14323,14231,14138
"Nolan County, TX","county",05000US48353,15087,15082,15061,15017
"Nueces County, TX","county",05000US48355,344257,348130,352060,355667
"Ochiltree County, TX","county",05000US48357,10467,10546,10642,10577
"Oldham County, TX","county",05000US48359,2064,2068,2071,2069
"Orange County, TX","county",05000US48361,82372,82737,83217,83751
"Palo Pinto County, TX","county",05000US48363,28017,28028,27921,27922
"Panola County, TX","county",05000US48365,23877,23880,23900,23771
"Parker County, TX","county",05000US48367,118478,119784,121418,123601
"Parmer County, TX","county",05000US48369,10159,10124,10004,9921
"Pecos County, TX","county",05000US48371,15590,15677,15807,15826
"Polk County, TX","county",05000US48373,45620,45757,46113,46583
"Potter County, TX","county",05000US48375,121526,122053,122352,121883
"Presidio County, TX","county",05000US48377,7579,7479,7304,7144
"Rains County, TX","county",05000US48379,10989,10988,11037,11087
"Randall County, TX","county",05000US48381,123062,124862,126782,128603
"Reagan County, TX","county",05000US48383,3441,3520,3598,3625
"Real County, TX","county",05000US48385,3348,3365,3356,3348
"Red River County, TX","county",05000US48387,12709,12642,12567,12455
"Reeves County, TX","county",05000US48389,13775,13978,14179,14438
"Refugio County, TX","county",05000US48391,7327,7295,7277,7315
"Roberts County, TX","county",05000US48393,1030,924,931,939
"Robertson County, TX","county",05000US48395,16574,16546,16532,16537
"Rockwall County, TX","county",05000US48397,81020,83239,85536,88010
"Runnels County, TX","county",05000US48399,10439,10441,10445,10411
"Rusk County, TX","county",05000US48401,53508,54159,53457,53197
"Sabine County, TX","county",05000US48403,10604,10551,10440,10367
"San Augustine County, TX","county",05000US48405,8855,8777,8695,8556
"San Jacinto County, TX","county",05000US48407,26669,26831,27023,27172
"San Patricio County, TX","county",05000US48409,65210,65509,66070,66706
"San Saba County, TX","county",05000US48411,6050,5901,5893,5881
"Schleicher County, TX","county",05000US48413,3316,3281,3224,3171
"Scurry County, TX","county",05000US48415,17014,17108,17238,17314
"Shackelford County, TX","county",05000US48417,3362,3359,3352,3323
"Shelby County, TX","county",05000US48419,25677,25698,25725,25705
"Sherman County, TX","county",05000US48421,3048,3060,3066,3069
"Smith County, TX","county",05000US48423,212227,214735,217552,219745
"Somervell County, TX","county",05000US48425,8537,8575,8608,8673
"Starr County, TX","county",05000US48427,61351,62040,62648,63008
"Stephens County, TX","county",05000US48429,9493,9485,9452,9787
"Sterling County, TX","county",05000US48431,1358,1360,1346,1233
"Stonewall County, TX","county",05000US48433,1363,1409,1414,1233
"Sutton County, TX","county",05000US48435,4058,3995,3966,3936
"Swisher County, TX","county",05000US48437,7807,7789,7713,7639
"Tarrant County, TX","county",05000US48439,1848423,1881469,1914526,1947529
"Taylor County, TX","county",05000US48441,132588,133560,134435,135234
"Terrell County, TX","county",05000US48443,837,809,921,778
"Terry County, TX","county",05000US48445,12644,12681,12687,12724
"Throckmorton County, TX","county",05000US48447,1623,1584,1545,1520
"Titus County, TX","county",05000US48449,32360,32540,32553,32592
"Tom Green County, TX","county",05000US48451,111969,113516,115056,116264
"Travis County, TX","county",05000US48453,1063248,1092810,1121645,1148176
"Trinity County, TX","county",05000US48455,14460,14452,14405,14360
"Tyler County, TX","county",05000US48457,21619,21552,21462,21371
"Upshur County, TX","county",05000US48459,39640,39851,40096,40295
"Upton County, TX","county",05000US48461,3323,3339,3405,3475
"Uvalde County, TX","county",05000US48463,26578,26763,26952,27055
"Val Verde County, TX","county",05000US48465,48730,48999,48980,48862
"Van Zandt County, TX","county",05000US48467,52515,52605,52736,53070
"Victoria County, TX","county",05000US48469,88068,88955,90099,90989
"Walker County, TX","county",05000US48471,68110,68882,69330,69926
"Waller County, TX","county",05000US48473,43836,44825,45847,47049
"Ward County, TX","county",05000US48475,10836,11011,11225,11396
"Washington County, TX","county",05000US48477,33863,34039,34236,34544
"Webb County, TX","county",05000US48479,254829,259471,263251,266006
"Wharton County, TX","county",05000US48481,41185,41219,41264,41377
"Wheeler County, TX","county",05000US48483,5526,5587,5618,5642
"Wichita County, TX","county",05000US48485,131358,131802,131957,132148
"Wilbarger County, TX","county",05000US48487,13371,13265,13158,13061
"Willacy County, TX","county",05000US48489,22039,22056,22002,21944
"Williamson County, TX","county",05000US48491,441445,457218,473592,490619
"Wilson County, TX","county",05000US48493,43753,44609,45509,46444
"Winkler County, TX","county",05000US48495,7260,7404,7576,7723
"Wise County, TX","county",05000US48497,59894,60413,61243,62089
"Wood County, TX","county",05000US48499,42089,42431,42712,43198
"Yoakum County, TX","county",05000US48501,7998,8054,8213,8316
"Young County, TX","county",05000US48503,18395,18374,18329,18275
"Zapata County, TX","county",05000US48505,14164,14231,14308,14335
"Zavala County, TX","county",05000US48507,11849,12013,12060,12107
"Beaver County, UT","county",05000US49001,6529,6514,6461,6437
"Box Elder County, UT","county",05000US49003,50160,50613,50991,51528
"Cache County, UT","county",05000US49005,114181,115954,117449,118824
"Carbon County, UT","county",05000US49007,21227,21118,20927,20733
"Daggett County, UT","county",05000US49009,830,714,776,751
"Davis County, UT","county",05000US49011,311886,317646,323374,329292
"Duchesne County, UT","county",05000US49013,19109,19378,19817,20078
"Emery County, UT","county",05000US49015,10895,10834,10728,10570
"Garfield County, UT","county",05000US49017,5123,5105,5069,5020
"Grand County, UT","county",05000US49019,9269,9348,9388,9428
"Iron County, UT","county",05000US49021,46435,46725,47139,47751
"Juab County, UT","county",05000US49023,10300,10349,10400,10507
"Kane County, UT","county",05000US49025,7176,7221,7202,7216
"Millard County, UT","county",05000US49027,12543,12582,12582,12604
"Morgan County, UT","county",05000US49029,9692,9955,10276,10645
"Piute County, UT","county",05000US49031,1791,1921,1865,1859
"Rich County, UT","county",05000US49033,2279,2285,2292,2284
"Salt Lake County, UT","county",05000US49035,1048314,1063670,1078958,1092518
"San Juan County, UT","county",05000US49037,14795,14944,15152,15540
"Sanpete County, UT","county",05000US49039,27930,28129,28261,28551
"Sevier County, UT","county",05000US49041,20798,20812,20871,20913
"Summit County, UT","county",05000US49043,37232,37877,38521,39009
"Tooele County, UT","county",05000US49045,59120,59973,60893,61986
"Uintah County, UT","county",05000US49047,33722,34576,35721,36308
"Utah County, UT","county",05000US49049,529262,540425,551957,564177
"Wasatch County, UT","county",05000US49051,24542,25550,26661,27895
"Washington County, UT","county",05000US49053,141902,144844,148244,151959
"Wayne County, UT","county",05000US49055,2760,2742,2722,2716
"Weber County, UT","county",05000US49057,233871,236307,238682,241328
"Addison County, VT","county",05000US50001,36811,36883,36943,36926
"Bennington County, VT","county",05000US50003,36871,36739,36589,36503
"Caledonia County, VT","county",05000US50005,31157,31109,31012,30859
"Chittenden County, VT","county",05000US50007,157637,158686,159711,160510
"Essex County, VT","county",05000US50009,6276,6231,6207,6173
"Franklin County, VT","county",05000US50011,48019,48226,48418,48625
"Grand Isle County, VT","county",05000US50013,6984,6979,6952,6945
"Lamoille County, VT","county",05000US50015,24670,24843,25027,25136
"Orange County, VT","county",05000US50017,28966,28927,28929,28897
"Orleans County, VT","county",05000US50019,27184,27160,27146,27076
"Rutland County, VT","county",05000US50021,61270,60864,60530,60133
"Washington County, VT","county",05000US50023,59427,59333,59132,58963
"Windham County, VT","county",05000US50025,44216,44050,43858,43609
"Windsor County, VT","county",05000US50027,56416,56328,56150,55894
"Accomack County, VA","county",05000US51001,33289,33165,33115,33060
"Albemarle County, VA","county",05000US51003,100636,101883,103108,104287
"Alleghany County, VA","county",05000US51005,16240,16133,16066,15919
"Amelia County, VA","county",05000US51007,12712,12764,12777,12793
"Amherst County, VA","county",05000US51009,32244,32237,32148,31999
"Appomattox County, VA","county",05000US51011,15054,15137,15208,15314
"Arlington County, VA","county",05000US51013,214861,220173,223945,226092
"Augusta County, VA","county",05000US51015,73726,73707,74053,74330
"Bath County, VA","county",05000US51017,4686,4644,4583,4558
"Bedford County, VA","county",05000US51019,69175,75607,76463,76933
"Bland County, VA","county",05000US51021,6795,6727,6662,6612
"Botetourt County, VA","county",05000US51023,33076,33105,33155,33192
"Brunswick County, VA","county",05000US51025,17220,16961,16930,16573
"Buchanan County, VA","county",05000US51027,23920,23683,23486,23158
"Buckingham County, VA","county",05000US51029,17126,17072,17068,17030
"Campbell County, VA","county",05000US51031,54967,54833,55012,55061
"Caroline County, VA","county",05000US51033,28757,29057,29349,29640
"Carroll County, VA","county",05000US51035,29979,29881,29856,29733
"Charles City County, VA","county",05000US51036,7205,7154,7118,7086
"Charlotte County, VA","county",05000US51037,12478,12399,12313,12232
"Chesterfield County, VA","county",05000US51041,320430,324337,328176,331839
"Clarke County, VA","county",05000US51043,14191,14273,14299,14307
"Craig County, VA","county",05000US51045,5199,5206,5212,5195
"Culpeper County, VA","county",05000US51047,47330,47910,48424,48952
"Cumberland County, VA","county",05000US51049,9943,9916,9859,9769
"Dickenson County, VA","county",05000US51051,15749,15612,15463,15304
"Dinwiddie County, VA","county",05000US51053,27977,27993,28110,28155
"Essex County, VA","county",05000US51057,11180,11166,11151,11130
"Fairfax County, VA","county",05000US51059,1101071,1117072,1128722,1132887
"Fauquier County, VA","county",05000US51061,66015,66726,67463,68025
